n_watch,man,unmarried,rate10,rate20,rate30,rate40,rate50,rate60,job1,job2,job3,job4,job5,job6,job7,job8,job9,job10,job11,job12,job13,job14,job15,job16
82,0.487804878048781,0.353658536585366,0.024390243902439,0.0487804878048781,0.170731707317073,0.24390243902439,0.353658536585366,0.158536585365854,0.280487804878049,0.134146341463415,0.0365853658536585,0,0.0731707317073171,0.0365853658536585,0,0,0,0.024390243902439,0.0121951219512195,0,0.219512195121951,0.0853658536585366,0.0731707317073171,0.024390243902439
13,0.769230769230769,0.615384615384615,0.153846153846154,0.230769230769231,0.0769230769230769,0.0769230769230769,0.384615384615385,0.0769230769230769,0.230769230769231,0.153846153846154,0.0769230769230769,0,0.153846153846154,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,0,0.0769230769230769
14,0.714285714285714,0.428571428571429,0.0714285714285714,0,0.0714285714285714,0.214285714285714,0.357142857142857,0.285714285714286,0.285714285714286,0.214285714285714,0,0,0.0714285714285714,0.0714285714285714,0,0,0,0.0714285714285714,0,0,0,0,0.214285714285714,0.0714285714285714
169,0.372781065088757,0.266272189349112,0.0473372781065089,0.0473372781065089,0.224852071005917,0.218934911242604,0.331360946745562,0.130177514792899,0.230769230769231,0.0710059171597633,0.0591715976331361,0.00591715976331361,0.0473372781065089,0.0414201183431953,0,0,0,0.0236686390532544,0.029585798816568,0.00591715976331361,0.230769230769231,0.14792899408284,0.0650887573964497,0.0414201183431953
124,0.330645161290323,0.217741935483871,0.0241935483870968,0.0967741935483871,0.201612903225806,0.209677419354839,0.258064516129032,0.209677419354839,0.120967741935484,0.0645161290322581,0.0161290322580645,0.00806451612903226,0.0241935483870968,0.0887096774193548,0,0,0,0,0.0241935483870968,0.00806451612903226,0.306451612903226,0.169354838709677,0.129032258064516,0.0403225806451613
73,0.356164383561644,0.219178082191781,0.0410958904109589,0.0821917808219178,0.219178082191781,0.246575342465753,0.287671232876712,0.123287671232877,0.178082191780822,0.0958904109589041,0.0273972602739726,0,0.0410958904109589,0.0273972602739726,0,0,0,0.0273972602739726,0.0273972602739726,0,0.246575342465753,0.164383561643836,0.10958904109589,0.0547945205479452
86,0.406976744186047,0.244186046511628,0.0465116279069768,0.0930232558139535,0.22093023255814,0.255813953488372,0.244186046511628,0.13953488372093,0.313953488372093,0.0813953488372093,0.0348837209302326,0,0.0116279069767442,0.0348837209302326,0,0,0.0116279069767442,0.0232558139534884,0.0232558139534884,0,0.197674418604651,0.162790697674419,0.0581395348837209,0.0465116279069768
68,0.455882352941176,0.397058823529412,0.0588235294117647,0.0441176470588235,0.220588235294118,0.264705882352941,0.279411764705882,0.132352941176471,0.264705882352941,0.102941176470588,0.0294117647058824,0,0.0588235294117647,0.0588235294117647,0,0,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.0147058823529412,0.132352941176471,0.117647058823529,0.102941176470588,0.0588235294117647
24,0.583333333333333,0.25,0,0.166666666666667,0.0833333333333333,0.208333333333333,0.5,0.0416666666666667,0.333333333333333,0.208333333333333,0.0416666666666667,0,0,0.0833333333333333,0,0,0,0,0.0416666666666667,0,0.125,0.0833333333333333,0.0416666666666667,0.0416666666666667
96,0.46875,0.197916666666667,0,0.0625,0.177083333333333,0.291666666666667,0.302083333333333,0.166666666666667,0.333333333333333,0.114583333333333,0.104166666666667,0,0.0104166666666667,0.03125,0,0,0,0,0.0208333333333333,0,0.21875,0.104166666666667,0.0520833333333333,0.0104166666666667
62,0.5,0.145161290322581,0,0.0161290322580645,0.145161290322581,0.129032258064516,0.241935483870968,0.467741935483871,0.241935483870968,0.032258064516129,0.032258064516129,0,0.0161290322580645,0.0645161290322581,0,0,0,0,0,0,0.225806451612903,0.0806451612903226,0.225806451612903,0.0806451612903226
24,0.375,0.208333333333333,0,0.0416666666666667,0.166666666666667,0.25,0.416666666666667,0.125,0.25,0,0.125,0,0,0.0416666666666667,0,0,0,0,0,0,0.25,0.166666666666667,0.125,0.0416666666666667
69,0.347826086956522,0.188405797101449,0.0144927536231884,0.0579710144927536,0.188405797101449,0.260869565217391,0.217391304347826,0.260869565217391,0.202898550724638,0.072463768115942,0.0434782608695652,0,0.0289855072463768,0.0579710144927536,0,0,0,0.0144927536231884,0.0144927536231884,0,0.246376811594203,0.159420289855072,0.115942028985507,0.0434782608695652
47,0.425531914893617,0.361702127659575,0.0425531914893617,0.127659574468085,0.127659574468085,0.212765957446809,0.297872340425532,0.191489361702128,0.361702127659575,0.0851063829787234,0.0851063829787234,0,0.0638297872340426,0,0,0,0,0,0.0425531914893617,0,0.127659574468085,0.0638297872340426,0.0425531914893617,0.127659574468085
46,0.478260869565217,0.41304347826087,0.0652173913043478,0.0652173913043478,0.195652173913043,0.304347826086957,0.326086956521739,0.0434782608695652,0.260869565217391,0.0652173913043478,0.0869565217391304,0,0.0652173913043478,0.0434782608695652,0,0,0,0.0217391304347826,0.0217391304347826,0.0217391304347826,0.260869565217391,0.0652173913043478,0.0434782608695652,0.0434782608695652
18,0.722222222222222,0.5,0,0.111111111111111,0.111111111111111,0.388888888888889,0.333333333333333,0.0555555555555556,0.333333333333333,0.111111111111111,0.277777777777778,0,0.0555555555555556,0,0,0,0,0,0,0,0.111111111111111,0,0,0.111111111111111
9,0.888888888888889,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.111111111111111,0.222222222222222,0,0.111111111111111,0.111111111111111,0,0,0,0,0,0,0,0,0,0.111111111111111
9,0.222222222222222,0.555555555555556,0,0,0.111111111111111,0.222222222222222,0.444444444444444,0.222222222222222,0.222222222222222,0.111111111111111,0,0,0.111111111111111,0.111111111111111,0,0,0,0,0,0,0.222222222222222,0,0,0.222222222222222
8,0.75,0.375,0,0.125,0.25,0.5,0.125,0,0.375,0.125,0.125,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0
21,0.285714285714286,0.285714285714286,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.19047619047619,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0,0.0476190476190476,0.0476190476190476,0,0,0,0,0.0476190476190476,0,0,0.333333333333333,0.0952380952380952,0.0476190476190476,0.0952380952380952
5,0.6,0.4,0,0.2,0,0.4,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0
46,0.630434782608696,0.304347826086957,0,0.0434782608695652,0.152173913043478,0.195652173913043,0.304347826086957,0.304347826086957,0.260869565217391,0.108695652173913,0.0652173913043478,0.0217391304347826,0.0652173913043478,0.0434782608695652,0,0,0,0,0.0217391304347826,0,0.152173913043478,0.0434782608695652,0.130434782608696,0.0869565217391304
3,0.333333333333333,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0
124,0.395161290322581,0.266129032258065,0.0241935483870968,0.0483870967741936,0.185483870967742,0.225806451612903,0.32258064516129,0.193548387096774,0.290322580645161,0.112903225806452,0.032258064516129,0.00806451612903226,0.0483870967741936,0.0241935483870968,0,0,0,0.0161290322580645,0,0,0.193548387096774,0.137096774193548,0.0806451612903226,0.0564516129032258
66,0.484848484848485,0.272727272727273,0.0151515151515152,0.0303030303030303,0.121212121212121,0.393939393939394,0.257575757575758,0.181818181818182,0.318181818181818,0.106060606060606,0.106060606060606,0,0.0454545454545455,0.0757575757575758,0,0,0,0.0151515151515152,0,0,0.121212121212121,0.121212121212121,0.0606060606060606,0.0303030303030303
19,0.736842105263158,0.578947368421053,0.0526315789473684,0.157894736842105,0.263157894736842,0.368421052631579,0.157894736842105,0,0.315789473684211,0.105263157894737,0.105263157894737,0,0,0.0526315789473684,0,0,0,0.0526315789473684,0.0526315789473684,0,0.105263157894737,0.0526315789473684,0.105263157894737,0.0526315789473684
5,0.8,0.6,0,0.2,0,0.6,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0
10,0.6,0.4,0,0.1,0.5,0.3,0.1,0,0.6,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0
54,0.648148148148148,0.314814814814815,0.037037037037037,0.037037037037037,0.0740740740740741,0.240740740740741,0.351851851851852,0.259259259259259,0.351851851851852,0.0925925925925926,0.111111111111111,0,0,0.0185185185185185,0,0,0,0.0185185185185185,0.0185185185185185,0,0.0925925925925926,0.0925925925925926,0.148148148148148,0.0555555555555556
148,0.378378378378378,0.209459459459459,0.0202702702702703,0.0337837837837838,0.135135135135135,0.256756756756757,0.351351351351351,0.202702702702703,0.222972972972973,0.0810810810810811,0.0743243243243243,0.00675675675675676,0.0608108108108108,0,0,0,0,0.0135135135135135,0.00675675675675676,0,0.263513513513514,0.114864864864865,0.108108108108108,0.0472972972972973
43,0.488372093023256,0.232558139534884,0.0232558139534884,0.0232558139534884,0.0232558139534884,0.209302325581395,0.325581395348837,0.395348837209302,0.255813953488372,0.0465116279069768,0.0232558139534884,0,0.0930232558139535,0,0,0,0,0.0232558139534884,0,0,0.162790697674419,0.0930232558139535,0.232558139534884,0.0697674418604651
32,0.40625,0.125,0,0,0.09375,0.15625,0.34375,0.40625,0.15625,0.09375,0.03125,0,0,0.125,0,0,0,0,0,0,0.375,0.0625,0.125,0.03125
16,0.3125,0.125,0,0.125,0.0625,0.3125,0.25,0.25,0,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0.375,0.1875,0.125,0.1875
30,0.566666666666667,0.133333333333333,0,0.0333333333333333,0.0333333333333333,0.166666666666667,0.233333333333333,0.533333333333333,0.166666666666667,0.0333333333333333,0.1,0,0.0333333333333333,0.0333333333333333,0,0,0,0,0,0,0.233333333333333,0.0333333333333333,0.366666666666667,0
135,0.555555555555556,0.296296296296296,0.0148148148148148,0.0444444444444444,0.0962962962962963,0.266666666666667,0.311111111111111,0.266666666666667,0.274074074074074,0.0962962962962963,0.111111111111111,0,0.0518518518518519,0.0222222222222222,0,0,0,0.00740740740740741,0.0148148148148148,0.00740740740740741,0.214814814814815,0.0518518518518519,0.118518518518519,0.0296296296296296
71,0.661971830985916,0.23943661971831,0.0140845070422535,0.0845070422535211,0.140845070422535,0.253521126760563,0.295774647887324,0.211267605633803,0.394366197183099,0.0422535211267606,0.126760563380282,0,0.0704225352112676,0,0,0,0,0.0140845070422535,0.0140845070422535,0,0.169014084507042,0.028169014084507,0.0845070422535211,0.0563380281690141
12,0.5,0.25,0,0,0.0833333333333333,0.0833333333333333,0.5,0.333333333333333,0.5,0,0.0833333333333333,0,0,0.0833333333333333,0,0,0,0,0,0,0.25,0,0.0833333333333333,0
5,0.6,0.2,0,0,0.2,0.4,0,0.4,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0.2
0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.285714285714286,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0.571428571428571,0.142857142857143,0.285714285714286,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0.285714285714286,0,0
17,0.235294117647059,0.235294117647059,0,0,0.352941176470588,0.352941176470588,0.294117647058824,0,0.411764705882353,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0.352941176470588,0.176470588235294,0,0
18,0.222222222222222,1,0,0.0555555555555556,0.722222222222222,0.111111111111111,0.0555555555555556,0.0555555555555556,0.277777777777778,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0.5,0.111111111111111,0,0.0555555555555556
46,0.195652173913043,1,0,0.173913043478261,0.695652173913044,0.0652173913043478,0.0434782608695652,0.0217391304347826,0.239130434782609,0.0217391304347826,0.0434782608695652,0,0.0217391304347826,0,0,0,0,0,0,0,0.5,0.130434782608696,0.0434782608695652,0
19,0.157894736842105,1,0,0.157894736842105,0.736842105263158,0.0526315789473684,0.0526315789473684,0,0.210526315789474,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0.68421052631579,0,0.0526315789473684,0
11,0.272727272727273,1,0,0.272727272727273,0.545454545454545,0.0909090909090909,0,0.0909090909090909,0.272727272727273,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0.545454545454545,0,0.0909090909090909,0
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0.333333333333333,1,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0
2,1,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0.125,1,0,0,0.25,0.25,0.25,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0.625,0.25,0,0
4,1,0.25,0,0,0.25,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0
3,1,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0
2,0.5,1,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
23,0.173913043478261,1,0,0.173913043478261,0.652173913043478,0.0869565217391304,0,0.0869565217391304,0.130434782608696,0.173913043478261,0.0434782608695652,0,0,0,0,0,0,0,0,0,0.521739130434783,0.0869565217391304,0.0434782608695652,0
24,0.125,0.0416666666666667,0.0416666666666667,0.0833333333333333,0.833333333333333,0.0416666666666667,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.541666666666667,0.166666666666667,0,0.0416666666666667
28,0.214285714285714,0.107142857142857,0.0357142857142857,0.142857142857143,0.678571428571429,0.107142857142857,0.0357142857142857,0,0.214285714285714,0.142857142857143,0,0,0.0357142857142857,0.0357142857142857,0,0,0,0,0,0,0.285714285714286,0.214285714285714,0.0357142857142857,0.0357142857142857
30,0.166666666666667,0.1,0,0.2,0.633333333333333,0.166666666666667,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.433333333333333,0.166666666666667,0.0666666666666667,0.0333333333333333
2,0.5,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
16,0.3125,0.4375,0,0,0.1875,0.3125,0.1875,0.3125,0.6875,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0.0625,0.0625,0.0625,0
4,0.25,0.5,0,0,0.25,0.25,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0
11,0.363636363636364,0.363636363636364,0,0,0.181818181818182,0.181818181818182,0.454545454545455,0.181818181818182,0.454545454545455,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,0
9,0.333333333333333,0.333333333333333,0,0.222222222222222,0.222222222222222,0.222222222222222,0.333333333333333,0,0.444444444444444,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0.111111111111111,0.111111111111111,0.222222222222222,0
4,0.5,0.25,0.25,0,0,0.25,0.25,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0.25,0,0,0
0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.555555555555556,0.222222222222222,0,0,0.222222222222222,0.166666666666667,0.5,0.111111111111111,0.555555555555556,0.166666666666667,0.111111111111111,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.0555555555555556,0,0.0555555555555556
80,0.2625,0.2,0.025,0.0875,0.2625,0.3,0.2125,0.1125,0.2125,0.0625,0.0375,0,0.05,0.025,0,0,0,0,0.0375,0,0.3375,0.15,0.0875,0
157,0.267515923566879,0.21656050955414,0.00636942675159236,0.10828025477707,0.267515923566879,0.235668789808917,0.261146496815287,0.121019108280255,0.159235668789809,0.089171974522293,0.0191082802547771,0,0.0700636942675159,0.0191082802547771,0,0,0,0,0.0382165605095541,0,0.369426751592357,0.140127388535032,0.0318471337579618,0.0636942675159236
201,0.338308457711443,0.18407960199005,0.0199004975124378,0.0796019900497513,0.26865671641791,0.233830845771144,0.248756218905473,0.149253731343284,0.174129353233831,0.0845771144278607,0.0298507462686567,0.00497512437810945,0.0248756218905473,0.0348258706467662,0,0,0,0.0099502487562189,0.0447761194029851,0,0.283582089552239,0.18407960199005,0.0995024875621891,0.0248756218905473
91,0.373626373626374,0.274725274725275,0.0659340659340659,0.131868131868132,0.208791208791209,0.307692307692308,0.208791208791209,0.0769230769230769,0.318681318681319,0.0989010989010989,0.054945054945055,0,0.032967032967033,0.043956043956044,0,0,0,0.032967032967033,0.032967032967033,0,0.175824175824176,0.120879120879121,0.0659340659340659,0.021978021978022
45,0.511111111111111,0.244444444444444,0,0.133333333333333,0.266666666666667,0.4,0.133333333333333,0.0666666666666667,0.422222222222222,0.155555555555556,0.0666666666666667,0,0.0888888888888889,0,0,0,0,0,0.0222222222222222,0,0.0666666666666667,0.155555555555556,0.0222222222222222,0
38,0.552631578947369,0.368421052631579,0,0.0526315789473684,0.157894736842105,0.263157894736842,0.394736842105263,0.131578947368421,0.315789473684211,0.210526315789474,0.0526315789473684,0.0263157894736842,0.131578947368421,0.0263157894736842,0,0,0,0,0.0263157894736842,0,0.105263157894737,0.0526315789473684,0.0263157894736842,0.0263157894736842
11,0.727272727272727,0.454545454545455,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.363636363636364,0.272727272727273,0.0909090909090909,0.272727272727273,0.272727272727273,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0,0.0909090909090909,0,0,0.181818181818182,0,0
89,0.460674157303371,0.280898876404494,0.0337078651685393,0.0449438202247191,0.146067415730337,0.303370786516854,0.325842696629214,0.146067415730337,0.168539325842697,0.101123595505618,0.0674157303370787,0,0.0337078651685393,0.0224719101123596,0,0,0,0.0224719101123596,0.0224719101123596,0,0.269662921348315,0.101123595505618,0.123595505617978,0.0674157303370787
110,0.527272727272727,0.209090909090909,0.00909090909090909,0.0181818181818182,0.154545454545455,0.218181818181818,0.3,0.3,0.154545454545455,0.109090909090909,0.0545454545454545,0.00909090909090909,0.0454545454545455,0.0909090909090909,0,0,0,0,0.00909090909090909,0,0.2,0.109090909090909,0.190909090909091,0.0272727272727273
76,0.486842105263158,0.263157894736842,0.0263157894736842,0.0394736842105263,0.197368421052632,0.144736842105263,0.289473684210526,0.302631578947368,0.131578947368421,0.118421052631579,0.0526315789473684,0.0131578947368421,0.0394736842105263,0.0657894736842105,0,0,0,0.0263157894736842,0.0131578947368421,0.0131578947368421,0.210526315789474,0.105263157894737,0.144736842105263,0.0657894736842105
62,0.403225806451613,0.290322580645161,0.0161290322580645,0.0806451612903226,0.17741935483871,0.290322580645161,0.274193548387097,0.161290322580645,0.354838709677419,0.0483870967741936,0.112903225806452,0,0.0645161290322581,0.0161290322580645,0,0,0,0.0161290322580645,0.032258064516129,0,0.225806451612903,0.0645161290322581,0.0483870967741936,0.0161290322580645
44,0.431818181818182,0.409090909090909,0,0.159090909090909,0.227272727272727,0.25,0.272727272727273,0.0909090909090909,0.204545454545455,0.136363636363636,0.0909090909090909,0,0.0227272727272727,0.0454545454545455,0,0,0,0,0.0454545454545455,0,0.136363636363636,0.204545454545455,0.0681818181818182,0.0454545454545455
10,0.3,0.4,0,0,0.2,0,0.7,0.1,0.4,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.2,0.1,0,0
255,0.447058823529412,0.211764705882353,0.0117647058823529,0.0745098039215686,0.207843137254902,0.309803921568627,0.32156862745098,0.0745098039215686,0.298039215686275,0.125490196078431,0.0745098039215686,0.00392156862745098,0.0470588235294118,0.0156862745098039,0,0,0,0.0117647058823529,0.00392156862745098,0,0.227450980392157,0.117647058823529,0.0549019607843137,0.0196078431372549
35,0.371428571428571,0.0857142857142857,0,0,0.114285714285714,0.4,0.342857142857143,0.142857142857143,0.142857142857143,0.171428571428571,0.0285714285714286,0,0.0571428571428571,0.0285714285714286,0,0,0,0,0,0,0.228571428571429,0.228571428571429,0.0857142857142857,0.0285714285714286
44,0.318181818181818,0.204545454545455,0.0454545454545455,0.136363636363636,0.227272727272727,0.204545454545455,0.295454545454545,0.0909090909090909,0.113636363636364,0.0909090909090909,0.0681818181818182,0.0227272727272727,0.0454545454545455,0.0681818181818182,0,0,0,0.0454545454545455,0,0,0.318181818181818,0.181818181818182,0.0454545454545455,0
175,0.411428571428571,0.24,0.04,0.08,0.257142857142857,0.342857142857143,0.2,0.08,0.251428571428571,0.08,0.0571428571428571,0,0.0342857142857143,0.0285714285714286,0,0,0,0.0171428571428571,0.0457142857142857,0,0.251428571428571,0.131428571428571,0.0514285714285714,0.0514285714285714
42,0.404761904761905,0.333333333333333,0.0238095238095238,0.119047619047619,0.30952380952381,0.214285714285714,0.285714285714286,0.0476190476190476,0.30952380952381,0.0952380952380952,0.0952380952380952,0,0.0238095238095238,0.0238095238095238,0,0,0,0,0.0476190476190476,0,0.119047619047619,0.214285714285714,0.0476190476190476,0.0238095238095238
38,0.526315789473684,0.5,0.0526315789473684,0.0789473684210526,0.184210526315789,0.368421052631579,0.263157894736842,0.0526315789473684,0.263157894736842,0.184210526315789,0.0789473684210526,0,0.105263157894737,0.0526315789473684,0,0,0,0.0526315789473684,0.0263157894736842,0,0,0.105263157894737,0.0526315789473684,0.0789473684210526
14,0.714285714285714,0.357142857142857,0,0.214285714285714,0.0714285714285714,0.214285714285714,0.285714285714286,0.214285714285714,0.5,0.0714285714285714,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,0,0,0.0714285714285714,0,0.214285714285714,0
133,0.496240601503759,0.225563909774436,0.0225563909774436,0.0300751879699248,0.233082706766917,0.240601503759399,0.285714285714286,0.18796992481203,0.300751879699248,0.0676691729323308,0.0902255639097744,0,0.0601503759398496,0.0300751879699248,0,0,0,0.0075187969924812,0.0150375939849624,0,0.172932330827068,0.142857142857143,0.0827067669172932,0.0300751879699248
39,0.487179487179487,0.17948717948718,0,0,0.128205128205128,0.128205128205128,0.307692307692308,0.435897435897436,0.128205128205128,0.102564102564103,0.0769230769230769,0.0256410256410256,0.0512820512820513,0.0512820512820513,0,0,0,0,0,0,0.205128205128205,0.0769230769230769,0.205128205128205,0.0769230769230769
16,0.4375,0.3125,0,0.125,0.1875,0.125,0.375,0.1875,0.1875,0.1875,0,0,0.0625,0.125,0,0,0,0,0,0,0.1875,0.0625,0,0.1875
109,0.394495412844037,0.26605504587156,0.018348623853211,0.0642201834862385,0.165137614678899,0.302752293577982,0.201834862385321,0.247706422018349,0.192660550458716,0.128440366972477,0.0458715596330275,0,0,0.018348623853211,0,0,0,0.018348623853211,0.0275229357798165,0.0091743119266055,0.247706422018349,0.0825688073394496,0.174311926605505,0.055045871559633
59,0.491525423728814,0.203389830508475,0.0508474576271187,0.0677966101694915,0.135593220338983,0.322033898305085,0.152542372881356,0.271186440677966,0.220338983050847,0.0677966101694915,0.0847457627118644,0,0.0338983050847458,0.0677966101694915,0,0,0,0.0338983050847458,0.0169491525423729,0,0.152542372881356,0.23728813559322,0.0677966101694915,0.0169491525423729
41,0.585365853658537,0.365853658536585,0.024390243902439,0.0487804878048781,0.195121951219512,0.317073170731707,0.390243902439024,0.024390243902439,0.292682926829268,0.146341463414634,0.0975609756097561,0,0.146341463414634,0.024390243902439,0,0,0,0.024390243902439,0,0,0.0731707317073171,0.121951219512195,0.0487804878048781,0.024390243902439
36,0.583333333333333,0.416666666666667,0.0277777777777778,0.0555555555555556,0.305555555555556,0.25,0.277777777777778,0.0833333333333333,0.277777777777778,0.138888888888889,0.0833333333333333,0,0.166666666666667,0.0277777777777778,0,0,0,0,0.0555555555555556,0,0.138888888888889,0.0555555555555556,0.0555555555555556,0
7,0.571428571428571,0.142857142857143,0,0,0,0.428571428571429,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0
21,0.714285714285714,0.19047619047619,0.0476190476190476,0,0.142857142857143,0.285714285714286,0.19047619047619,0.333333333333333,0.476190476190476,0,0.19047619047619,0,0,0.0476190476190476,0,0,0,0.0476190476190476,0,0,0.0476190476190476,0.0476190476190476,0.142857142857143,0
2,1,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
